data_split,dialogue_id,original_id,speaker,utterance,emotion
train,dailydialog-train-4965,train-4965,user,"Just look at the screen here. It'll give you prompts, you see? Now you need to enter your PIN number, then press' enter' to confirm it.",no emotion
train,dailydialog-train-4965,train-4965,system,Then it'll give me my money?,no emotion
train,dailydialog-train-4965,train-4965,user,"Not right away, you need to decide what it is you want to do. The next thing is to select the service.",no emotion
train,dailydialog-train-4965,train-4965,system,"Here we are' withdrawal', so I just press here?",no emotion
train,dailydialog-train-4965,train-4965,user,"Yes, then enter the amount you want.",no emotion
train,dailydialog-train-4965,train-4965,system,"Oh, as simple as that! I shall never wait for a real person again, these machines are wonderful.",no emotion
train,dailydialog-train-4966,train-4966,user,The road ahead is blocked. There might have been an accident.,no emotion
train,dailydialog-train-4966,train-4966,system,Are there many accidents in the city every day?,no emotion
train,dailydialog-train-4966,train-4966,user,"Not really, but they are on the rise.",no emotion
train,dailydialog-train-4966,train-4966,system,"Please drive slowly, we've got lots of time. Safety first.",no emotion
train,dailydialog-train-4967,train-4967,user,"Operator, can you give me any information on the call I just received?",no emotion
train,dailydialog-train-4967,train-4967,system,"I don't know who placed the call. However, the call was from Toronto.",no emotion
train,dailydialog-train-4967,train-4967,user,"Can you tell me the calling number, please?",no emotion
train,dailydialog-train-4967,train-4967,system,Sure. 416-790-1256.,no emotion
train,dailydialog-train-4967,train-4967,user,Thank you.,happiness
train,dailydialog-train-4967,train-4967,system,You're welcome.,happiness
train,dailydialog-train-4968,train-4968,user,Was there an accident on the freeway today?,no emotion
train,dailydialog-train-4968,train-4968,system,You haven't heard about it?,surprise
train,dailydialog-train-4968,train-4968,user,"No, don't you know what happened?",no emotion
train,dailydialog-train-4968,train-4968,system,This truck flipped over on the 210.,no emotion
train,dailydialog-train-4968,train-4968,user,Are you serious?,no emotion
train,dailydialog-train-4968,train-4968,system,I'm telling you the truth.,no emotion
train,dailydialog-train-4968,train-4968,user,Did anyone get hurt?,no emotion
train,dailydialog-train-4968,train-4968,system,Two people were injured.,no emotion
train,dailydialog-train-4968,train-4968,user,Are they going to be okay?,no emotion
train,dailydialog-train-4968,train-4968,system,I think so.,no emotion
train,dailydialog-train-4968,train-4968,user,"Well, that's a miracle that no one was killed.",no emotion
train,dailydialog-train-4968,train-4968,system,"Yes, they were lucky.",no emotion
train,dailydialog-train-4969,train-4969,user,"Steven, can you give us a summary about your work? What do you get from your work?",no emotion
train,dailydialog-train-4969,train-4969,system,"I have accumulated a wealth of practical experience in work as a chief advertisement designer. Moreover, I realized teamwork is the key to success.",no emotion
train,dailydialog-train-4969,train-4969,user,Why do you think so?,no emotion
train,dailydialog-train-4969,train-4969,system,I think building team spirit among the coworkers is very important. I believe we can accomplish a miracle if we stick together.,no emotion
train,dailydialog-train-4969,train-4969,user,Very good. Anything else?,no emotion
train,dailydialog-train-4969,train-4969,system,My advantage is that I have strong sense of responsibility. But I lack patience.,no emotion
train,dailydialog-train-4969,train-4969,user,I must praise you for your modesty and diligence. What's your plan next?,no emotion
train,dailydialog-train-4969,train-4969,system,I will listen and learn more when I start my new job. I plan to become more professional in my field.,no emotion
train,dailydialog-train-4969,train-4969,user,I've got to commend you; you really did a good job.,happiness
train,dailydialog-train-4969,train-4969,system,"Thanks for your compliment, but there is still plenty more to learn.",happiness
train,dailydialog-train-4970,train-4970,user,Good afternoon. May I help you?,no emotion
train,dailydialog-train-4970,train-4970,system,"Yes, I'd like to rent a car.",no emotion
train,dailydialog-train-4970,train-4970,user,What kind of car do you have in mind?,no emotion
train,dailydialog-train-4970,train-4970,system,An automatic sedan.,no emotion
train,dailydialog-train-4970,train-4970,user,I see. How long will you need it?,no emotion
train,dailydialog-train-4970,train-4970,system,About a week.,no emotion
train,dailydialog-train-4970,train-4970,user,"Just a moment, please.",no emotion
train,dailydialog-train-4971,train-4971,user,"Hello, do you know anywhere that sells cheap cashmere sweaters?",no emotion
train,dailydialog-train-4971,train-4971,system,Outlets have cheap cashmere sweaters.,no emotion
train,dailydialog-train-4971,train-4971,user,What a splendid idea!,happiness
train,dailydialog-train-4971,train-4971,system,Outlets usually give you great deals.,no emotion
train,dailydialog-train-4971,train-4971,user,Thanks for helping me.,happiness
train,dailydialog-train-4971,train-4971,system,You're welcome.,happiness
train,dailydialog-train-4972,train-4972,user,would you like to learn to tango Donar?,no emotion
train,dailydialog-train-4972,train-4972,system,right now?,no emotion
train,dailydialog-train-4972,train-4972,user,i am offering you my services. for your church. what do you say?,no emotion
train,dailydialog-train-4972,train-4972,system,i think i'll be a little afraid.,fear
train,dailydialog-train-4972,train-4972,user,of what?,no emotion
train,dailydialog-train-4972,train-4972,system,afraid of making a mistake.,fear
train,dailydialog-train-4972,train-4972,user,"no mistakes in a tango Donar. not like life, simple, that will make the tango so great. if you make a mistake, you'll get all tango done. just tango along. why don't you try? will you try it.",no emotion
train,dailydialog-train-4972,train-4972,system,all right. i'll give it a try.,happiness
train,dailydialog-train-4973,train-4973,user,"I hate working on Christmas Eve! Whoa! Get a load of this guy! Come in central, I think we'Ve got ourselves a situation here.",surprise
train,dailydialog-train-4973,train-4973,system,"License and registration please. Have you been drinking tonight, sir?",no emotion
train,dailydialog-train-4973,train-4973,user,"I had one or two glasses of eggnog, but nothing else.",no emotion
train,dailydialog-train-4973,train-4973,system,"Step out of the vehicle, please. Sir, what do you have in the back?",no emotion
train,dailydialog-train-4973,train-4973,user,"Just a few Christmas gifts, to this season, after all!",no emotion
train,dailydialog-train-4973,train-4973,system,Don't take that tone with me. Do you have an invoice for these items?,no emotion
train,dailydialog-train-4973,train-4973,user,Umm... no ... I make these in my workshop in the North Pole!,no emotion
train,dailydialog-train-4973,train-4973,system,"You are under arrest, sir. You have the right to remain silent. You better not pout, you better not cry. Anything you say can and will be used against you. You have the right to an attorney, if you cannot afford one, the state will appoint one for you.",no emotion
train,dailydialog-train-4973,train-4973,user,You can't take me to jail! What about my sleigh? It's Christmas Eve! I have presents to deliver! Rudolph! Prancer! Dancer! Get help!,anger
train,dailydialog-train-4974,train-4974,user,What should I get Uncle Teddy?,no emotion
train,dailydialog-train-4974,train-4974,system,You could get him a tie.,no emotion
train,dailydialog-train-4974,train-4974,user,Are you kidding? That's the stupidest gift one can buy. I don't want to get a tie.,surprise
train,dailydialog-train-4974,train-4974,system,Why not?,no emotion
train,dailydialog-train-4974,train-4974,user,Everybody gets men ties for Christmas. It's too boring. Everybody buys either ties or sweaters. I want a more unique gift.,no emotion
train,dailydialog-train-4974,train-4974,system,"Well, you can buy him a pet iguana then.",no emotion
train,dailydialog-train-4974,train-4974,user,That's a cool idea. At least it would be a surprise. But I'm afraid he wouldn't take care of it.,happiness
train,dailydialog-train-4974,train-4974,system,"He would think you were crazy, Caroline.",no emotion
train,dailydialog-train-4974,train-4974,user,"Yes. An iguana is too strange for a gift, and a tie is too normal. So I have to find something halfway between.",no emotion
train,dailydialog-train-4974,train-4974,system,How much do you want to spend?,no emotion
train,dailydialog-train-4974,train-4974,user,"Well, he was very good to me. He helped me edit my essay for the scholarship contest. So I want to spend at least 75 dollars.",no emotion
train,dailydialog-train-4974,train-4974,system,"Alright, I have an idea. You know he carries that conservative-looking briefcase every day.",no emotion
train,dailydialog-train-4974,train-4974,user,Yes.,no emotion
train,dailydialog-train-4974,train-4974,system,"Well, he isn't a lawyer, so I don't think he needs to have a briefcase like that.",no emotion
train,dailydialog-train-4974,train-4974,user,What should he have then?,no emotion
train,dailydialog-train-4974,train-4974,system,"I think he would appreciate having a very fine leather bag. But more like a workbag or shoulder bag. You know, not so hard and square like a briefcase.",no emotion
train,dailydialog-train-4974,train-4974,user,I think that's a great idea. Men look great with that kind of bag. Where can we buy one?,happiness
train,dailydialog-train-4974,train-4974,system,I don't think this mall has a leather goods store. So we have to go to State Street.,no emotion
train,dailydialog-train-4974,train-4974,user,Alright. We can go later then.,no emotion
